language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,Faithful and Hopeful,,,Faithful and Hopeful,literary_reference,The Pilgrim’s Progress,John Bunyan,,Companions representing faith and hope.,mnemosyne.en.explanation.bunyan_phrases.faithful_and_hopeful,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.74,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,giant despair,,,Giant Despair,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A personification of crushing hopelessness.,mnemosyne.en.explanation.bunyan_phrases.giant_despair,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Interpreter’s House,,,Interpreter’s House,literary_reference,The Pilgrim’s Progress,John Bunyan,,A place of moral instruction.,mnemosyne.en.explanation.bunyan_phrases.interpreter_s_house,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.74,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Mr Worldly Wiseman,,,Mr Worldly Wiseman,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A figure of practical but spiritually misleading advice.,mnemosyne.en.explanation.bunyan_phrases.mr_worldly_wiseman,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,pilgrim’s progress,,,pilgrim’s progress,literary_reference,The Pilgrim’s Progress,John Bunyan,Title,A difficult moral or spiritual journey.,mnemosyne.en.explanation.bunyan_phrases.pilgrim_s_progress,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,slough of despond,,the Slough of Despond,slough of despond,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A state of deep discouragement or depression.,mnemosyne.en.explanation.bunyan_phrases.slough_of_despond,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Talkative,,,Talkative,literary_reference,The Pilgrim’s Progress,John Bunyan,,A person whose words outrun conduct.,mnemosyne.en.explanation.bunyan_phrases.talkative,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.74,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the celestial city,,celestial city,celestial city,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A promised final destination or spiritual goal.,mnemosyne.en.explanation.bunyan_phrases.celestial_city,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition. Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Merged duplicate/overlapping draft rows. Provenance candidates: en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan / Part 1; en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,the Delectable Mountains,,Delectable Mountains,Delectable Mountains,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A place of rest and spiritual perspective.,mnemosyne.en.explanation.bunyan_phrases.delectable_mountains,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C2,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition. Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Merged duplicate/overlapping draft rows. Provenance candidates: en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan / Part 1; en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the wicket gate,,wicket gate,wicket gate,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,The small entrance to a difficult path of salvation.,mnemosyne.en.explanation.bunyan_phrases.wicket_gate,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,C1,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition. Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Merged duplicate/overlapping draft rows. Provenance candidates: en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan / Part 1; en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,vanity fair,,,vanity fair,literary_reference,The Pilgrim’s Progress,John Bunyan,Part 1,A place or culture of shallow worldly display.,mnemosyne.en.explanation.bunyan_phrases.vanity_fair,mnemosyne.en.work.the_pilgrim_s_progress,mnemosyne.en.author.john_bunyan,B2,religious,0.78,https://www.gutenberg.org/ebooks/131,public_domain,en_bunyan_phrases,Bunyan phrase; some overlap with Biblical tradition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,a little learning,,,a little learning,literary_reference,Poems and essays,Alexander Pope,,Shallow knowledge that creates overconfidence.,mnemosyne.en.explanation.pope_phrases.a_little_learning,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,a little learning is a dangerous thing,,a little knowledge is a dangerous thing,a little learning is a dangerous thing,literary_reference,An Essay on Criticism,Alexander Pope,Part 2,Small knowledge can make people overconfident.,mnemosyne.en.explanation.pope_phrases.a_little_learning_is_a_dangerous_thing,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,B2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,act well your part,,,act well your part,literary_reference,An Essay on Man,Alexander Pope,Epistle 4,Perform your role honourably.,mnemosyne.en.explanation.pope_phrases.act_well_your_part,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,an honest man’s the noblest work of God,,,an honest man’s the noblest work of God,literary_reference,An Essay on Man,Alexander Pope,Epistle 4,Moral honesty is humanity’s highest achievement.,mnemosyne.en.explanation.pope_phrases.an_honest_man_s_the_noblest_work_of_god,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,"charms strike the sight, but merit wins the soul",,,"charms strike the sight, but merit wins the soul",literary_reference,The Rape of the Lock,Alexander Pope,Canto 5,"Beauty attracts, but character wins lasting regard.",mnemosyne.en.explanation.pope_phrases.charms_strike_the_sight_but_merit_wins_the_soul,mnemosyne.en.work.the_rape_of_the_lock,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/The_Rape_of_the_Lock,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,damn with faint praise,,damned with faint praise,damn with faint praise,literary_reference,Epistle to Dr Arbuthnot,Alexander Pope,,Condemn by giving weak or insincere praise.,mnemosyne.en.explanation.pope_phrases.damn_with_faint_praise,mnemosyne.en.work.epistle_to_dr_arbuthnot,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/Epistle_to_Dr_Arbuthnot,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,damning with faint praise,,damned with faint praise,damning with faint praise,literary_reference,Epistle to Dr Arbuthnot,Alexander Pope,,Undermining someone through weak praise.,mnemosyne.en.explanation.pope_phrases.damning_with_faint_praise,mnemosyne.en.work.epistle_to_dr_arbuthnot,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/Epistle_to_Dr_Arbuthnot,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,"drink deep, or taste not",,,"drink deep, or taste not",literary_reference,An Essay on Criticism,Alexander Pope,Part 2,Superficial knowledge is dangerous; learn deeply.,mnemosyne.en.explanation.pope_phrases.drink_deep_or_taste_not,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed. Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review. Merged duplicate/overlapping draft rows. Provenance candidates: en_pope_phrases / An Essay on Criticism / Alexander Pope / Part 2; en_pope_phrases / Poems and essays / Alexander Pope.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,eternal sunshine of the spotless mind,,,eternal sunshine of the spotless mind,literary_reference,Eloisa to Abelard,Alexander Pope,,A blissful state free of painful memory.,mnemosyne.en.explanation.pope_phrases.eternal_sunshine_of_the_spotless_mind,mnemosyne.en.work.eloisa_to_abelard,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/Eloisa_to_Abelard,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,"fools admire, but men of sense approve",,,"fools admire, but men of sense approve",literary_reference,Poems and essays,Alexander Pope,,Wise approval matters more than foolish admiration.,mnemosyne.en.explanation.pope_phrases.fools_admire_but_men_of_sense_approve,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,fools rush in,,fools rush in where angels fear to tread,fools rush in,literary_reference,An Essay on Criticism,Alexander Pope,Part 3,Inexperienced people act where wiser people hesitate.,mnemosyne.en.explanation.pope_phrases.fools_rush_in,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,B2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,hope springs eternal,,hope springs eternal in the human breast,hope springs eternal,literary_reference,An Essay on Man,Alexander Pope,Epistle 1,People naturally continue to hope.,mnemosyne.en.explanation.pope_phrases.hope_springs_eternal,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,B2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,"man never is, but always to be blest",,,man never is but always to be blest,literary_reference,An Essay on Man,Alexander Pope,Epistle 1,People place happiness in the future.,mnemosyne.en.explanation.pope_phrases.man_never_is_but_always_to_be_blest,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,noble savage,,,noble savage,literary_reference,An Essay on Man,Alexander Pope,Epistle 1,An idealised natural human outside civilisation.,mnemosyne.en.explanation.pope_phrases.noble_savage,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.70,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,order is Heaven’s first law,,,order is Heaven’s first law,literary_reference,An Essay on Man,Alexander Pope,Epistle 4,Order is presented as a divine principle.,mnemosyne.en.explanation.pope_phrases.order_is_heaven_s_first_law,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,shoot folly as it flies,,,shoot folly as it flies,literary_reference,An Essay on Man,Alexander Pope,Epistle 1,Satirise foolishness as it appears.,mnemosyne.en.explanation.pope_phrases.shoot_folly_as_it_flies,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,snatch a grace beyond the reach of art,,,snatch a grace beyond the reach of art,literary_reference,Poems and essays,Alexander Pope,,Achieve a natural excellence beyond technique.,mnemosyne.en.explanation.pope_phrases.snatch_a_grace_beyond_the_reach_of_art,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,sound must seem an echo to the sense,,,sound must seem an echo to the sense,literary_reference,Poems and essays,Alexander Pope,,Style should match meaning.,mnemosyne.en.explanation.pope_phrases.sound_must_seem_an_echo_to_the_sense,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,the feast of reason and the flow of soul,,feast of reason and the flow of soul,feast of reason and flow of soul,literary_reference,Imitations of Horace,Alexander Pope,,"A lively, intelligent conversation.",mnemosyne.en.explanation.pope_phrases.feast_of_reason_and_flow_of_soul,mnemosyne.en.work.imitations_of_horace,mnemosyne.en.author.alexander_pope,C1,literary,0.78,,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,"the glory, jest, and riddle of the world",,"glory, jest, and riddle of the world","glory, jest, and riddle of the world",literary_reference,An Essay on Man,Alexander Pope,Epistle 2,"Humanity as noble, absurd, and mysterious.",mnemosyne.en.explanation.pope_phrases.glory_jest_and_riddle_of_the_world,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,the master passion,,master passion,master passion,literary_reference,Moral Essays,Alexander Pope,Epistle 1,A controlling desire or motive.,mnemosyne.en.explanation.pope_phrases.master_passion,mnemosyne.en.work.moral_essays,mnemosyne.en.author.alexander_pope,C1,literary,0.78,,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,the mob of gentlemen,,mob of gentlemen,mob of gentlemen,literary_reference,Epistle to Dr Arbuthnot,Alexander Pope,,A satirical phrase for fashionable or idle elites.,mnemosyne.en.explanation.pope_phrases.mob_of_gentlemen,mnemosyne.en.work.epistle_to_dr_arbuthnot,mnemosyne.en.author.alexander_pope,C2,literary,0.78,https://en.wikisource.org/wiki/Epistle_to_Dr_Arbuthnot,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the proper study of mankind is man,,proper study of mankind is man,proper study of mankind is man,literary_reference,An Essay on Man,Alexander Pope,Epistle 2,Human nature is the central subject of inquiry.,mnemosyne.en.explanation.pope_phrases.proper_study_of_mankind_is_man,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,the ruling passion,,ruling passion,ruling passion,literary_reference,Moral Essays,Alexander Pope,Epistle 1,A dominant motive shaping a person’s life.,mnemosyne.en.explanation.pope_phrases.ruling_passion,mnemosyne.en.work.moral_essays,mnemosyne.en.author.alexander_pope,C1,literary,0.78,,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,to err is human,,"to err is human, to forgive divine",to err is human,literary_reference,An Essay on Criticism,Alexander Pope,Part 2,Making mistakes is part of being human.,mnemosyne.en.explanation.pope_phrases.to_err_is_human,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,B2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,to wake the soul by tender strokes of art,,,to wake the soul by tender strokes of art,literary_reference,Poems and essays,Alexander Pope,,Art can awaken deep feeling.,mnemosyne.en.explanation.pope_phrases.to_wake_the_soul_by_tender_strokes_of_art,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,true wit is nature to advantage dressed,,,true wit is nature to advantage dressed,literary_reference,Poems and essays,Alexander Pope,,Good wit makes nature appear more clearly.,mnemosyne.en.explanation.pope_phrases.true_wit_is_nature_to_advantage_dressed,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,vindicate the ways of God to man,,,vindicate the ways of God to man,literary_reference,Poems and essays,Alexander Pope,,Defend divine justice to human reason.,mnemosyne.en.explanation.pope_phrases.vindicate_the_ways_of_god_to_man,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,"what oft was thought, but ne’er so well expressed",,,"what oft was thought, but ne’er so well expressed",literary_reference,An Essay on Criticism,Alexander Pope,Part 2,A familiar idea stated especially well.,mnemosyne.en.explanation.pope_phrases.what_oft_was_thought_but_ne_er_so_well_expressed,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,"whatever is, is right",,,"whatever is, is right",literary_reference,An Essay on Man,Alexander Pope,Epistle 1,A controversial claim that existence follows providential order.,mnemosyne.en.explanation.pope_phrases.whatever_is_is_right,mnemosyne.en.work.an_essay_on_man,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Man,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,where angels fear to tread,,,where angels fear to tread,literary_reference,An Essay on Criticism,Alexander Pope,Part 3,A place or issue the wise avoid.,mnemosyne.en.explanation.pope_phrases.where_angels_fear_to_tread,mnemosyne.en.work.an_essay_on_criticism,mnemosyne.en.author.alexander_pope,B2,literary,0.78,https://en.wikisource.org/wiki/An_Essay_on_Criticism,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,who breaks a butterfly upon a wheel,,,who breaks a butterfly upon a wheel,literary_reference,Epistle to Dr Arbuthnot,Alexander Pope,,Use excessive force against something fragile or trivial.,mnemosyne.en.explanation.pope_phrases.who_breaks_a_butterfly_upon_a_wheel,mnemosyne.en.work.epistle_to_dr_arbuthnot,mnemosyne.en.author.alexander_pope,C1,literary,0.78,https://en.wikisource.org/wiki/Epistle_to_Dr_Arbuthnot,public_domain,en_pope_phrases,Pope phrase; exact line form should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,willing to wound and yet afraid to strike,,,willing to wound and yet afraid to strike,literary_reference,Poems and essays,Alexander Pope,,Malicious but cowardly criticism.,mnemosyne.en.explanation.pope_phrases.willing_to_wound_and_yet_afraid_to_strike,mnemosyne.en.work.poems_and_essays,mnemosyne.en.author.alexander_pope,C1,formal,0.74,,public_domain,en_pope_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,a modest proposal,,,a modest proposal,cultural_reference,A Modest Proposal,Jonathan Swift,Title,An apparently mild proposal that is shockingly satirical.,mnemosyne.en.explanation.swift_phrases.a_modest_proposal,mnemosyne.en.work.a_modest_proposal,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,academy of Lagado,,,academy of Lagado,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part III,"A place of absurd, useless research schemes.",mnemosyne.en.explanation.swift_phrases.academy_of_lagado,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Big-endian,,,Big-endian,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part I,A side in a petty technical or doctrinal dispute.,mnemosyne.en.explanation.swift_phrases.big_endian,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Brobdingnagian,,,Brobdingnagian,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part II,Gigantic or enormous.,mnemosyne.en.explanation.swift_phrases.brobdingnagian,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Glubbdubdrib,,,Glubbdubdrib,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,A fantastical island of conjured historical ghosts.,mnemosyne.en.explanation.swift_phrases.glubbdubdrib,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Gulliver,,,Gulliver,cultural_reference,Gulliver’s Travels,Jonathan Swift,Title character,A traveller among strange societies; sometimes an outsider observer.,mnemosyne.en.explanation.swift_phrases.gulliver,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,B2,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Gulliverian,,,Gulliverian,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,Satirically travel-like or perspectival.,mnemosyne.en.explanation.swift_phrases.gulliverian,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Gulliver’s travels,,,Gulliver’s travels,cultural_reference,Gulliver’s Travels,Jonathan Swift,Title,A journey through absurd or satirical societies.,mnemosyne.en.explanation.swift_phrases.gulliver_s_travels,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
